date,temperature,cloudcover,precipitation,month,monthly_temp,Avg_rainfall,day_index
2025-11-21,21.4,75,0.0,11,22.955206611570247,0.0,0
2025-11-24,21.0,100,0.0,11,22.955206611570247,0.0,3
2025-11-26,23.7,38,0.0,11,22.955206611570247,0.0,5
2025-11-27,25.0,100,0.0,11,22.955206611570247,0.0,6
2025-11-28,21.0,100,0.0,11,22.955206611570247,0.0,7
